category_name,product_url,image_link,overview,length,width,features,edge_style,color,shape,material
China Bowls,https://www.webstaurantstore.com/bowl-soup-12-oz-9-5-x-1-875-rim-wt-monq-dist-2dz/5769007C035.html,https://cdnimg.webstaurantstore.com/images/products/large/830478/2836128.jpg,"Ideal for serving soups or pasta dishes | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Scalloped edge offers a classic look | Traditional design is perfect for banquets, buffets, and restaurants",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Scalloped,White,Round,China
China Bowls,https://www.webstaurantstore.com/bowl-12-oz-10-625-x-2-nouveau-wt-monq-dist-6pk/5769007C020.html,https://cdnimg.webstaurantstore.com/images/products/large/830328/2836125.jpg,"Ideal for serving salads, sides, or desserts | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Scalloped edge offers a classic look | Traditional design is perfect for banquets, buffets, and restaurants",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Scalloped,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-9-oz-mandarin-bowl-case/5769001C248.html,https://cdnimg.webstaurantstore.com/images/products/large/822397/2791371.jpg,"Ideal for serving soups, small salads, or desserts | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-8-5-oz-rim-fruit-bowl-case/5769001C330.html,https://cdnimg.webstaurantstore.com/images/products/large/822244/2791363.jpg,"Ideal for serving fruit, small soups, or side dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Narrow Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-8-oz-sugar-bouillon-cup-case/5769001C335.html,https://cdnimg.webstaurantstore.com/images/products/large/822447/2791335.jpg,"Ideal for serving sugar, soups, or desserts | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-7-oz-nouveau-bowl-case/5769001C377.html,https://cdnimg.webstaurantstore.com/images/products/large/830459/2836178.jpg,"Ideal for serving appetizers, small soups, or desserts | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-7-oz-monaco-bowl-case/5769001C254.html,https://cdnimg.webstaurantstore.com/images/products/large/822316/2791367.jpg,"Ideal for serving appetizers, small soups, or desserts | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-7-oz-mandarin-bowl-case/5769001C249.html,https://cdnimg.webstaurantstore.com/images/products/large/822019/2791372.jpg,"Ideal for serving appetizers, small soups, or desserts | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-57-oz-ultimate-bowl-case/5769001C344.html,https://cdnimg.webstaurantstore.com/images/products/large/822593/2791334.jpg,"Ideal for serving large portions of salads, pasta, or family-style dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-4-5-oz-rim-fruit-bowl-case/5769001C329.html,https://cdnimg.webstaurantstore.com/images/products/large/822022/2791362.jpg,"Ideal for serving fruit, small salads, or side dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Narrow Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-4-5-oz-mandarin-bowl-case/5769001C240.html,https://cdnimg.webstaurantstore.com/images/products/large/822586/2791320.jpg,"Ideal for serving fresh fruit, small salads, and side sauces | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Rolled Edge,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-32-oz-wide-rim-opera-bowl-case/5769001C296.html,https://cdnimg.webstaurantstore.com/images/products/large/822261/2791380.jpg,"Ideal for serving large salads, soups, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Oval,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-28-oz-mandarin-bowl-case/5769001C247.html,https://cdnimg.webstaurantstore.com/images/products/large/822358/2791370.jpg,"Ideal for serving salads, pasta, or hearty entrees | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-25-5-oz-monaco-bowl-case/5769001C396.html,https://cdnimg.webstaurantstore.com/images/products/large/822533/2791368.jpg,"Ideal for serving large salads, soups, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-19-oz-pasta-bowl-case/5769001C350.html,https://cdnimg.webstaurantstore.com/images/products/large/822232/2791314.jpg,"Ideal for serving pasta dishes, salads, or hearty entrees | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-17-oz-nouveau-bowl-case/5769001C365.html,https://cdnimg.webstaurantstore.com/images/products/large/830360/2836016.jpg,"Ideal for serving soups, salads, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-17-oz-monaco-bowl-case/5769001C251.html,https://cdnimg.webstaurantstore.com/images/products/large/822041/2791366.jpg,"Ideal for serving soups, salads, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-16-oz-vogue-soup-pasta-plate-case/5769001C363.html,https://cdnimg.webstaurantstore.com/images/products/large/830430/2836170.jpg,"Ideal for serving soups or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-16-oz-oatmeal-bowl-case/5769001C326.html,https://cdnimg.webstaurantstore.com/images/products/large/822455/2791333.jpg,"Ideal for serving oatmeal, soups, or salads | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Rolled Edge,White,Round,China
China Bowls,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-16-oz-mandarin-bowl-case/5769001C242.html,https://cdnimg.webstaurantstore.com/images/products/large/821982/2791369.jpg,"Ideal for serving soups, salads, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
